date,Open,High,Low,Close,Volume
20150308,73.9916842483,75.35741143199999,69.946790253,72.35156824239999,
20150309,72.4756703693,78.5524599311,71.6496048857,76.32131248729999,
20150310,76.3715905885,79.6642377945,74.3830447475,76.2580556887,
20150311,76.2631111054,89.74703547809999,74.8233409706,76.9179403503,
20150312,76.8317482273,78.3849399297,75.1519878152,76.6525964155,
20150313,76.59636885260001,78.0910434652,74.2295124343,74.9199735104,
20150314,74.700891688,76.7951823658,73.0273119453,75.0010571479,
20150315,74.8127033625,76.89272699,73.712731166,75.1212309538,
20150316,75.1024669121,78.3628341002,74.6216038821,76.5744747744,
20150317,76.5831193684,77.8133251882,74.4754997924,75.2048718385,
20150318,75.1669454712,75.8986854523,67.0453591075,68.5066681247,
20150319,68.46941391930001,71.2461466551,66.1961686826,69.71503573470001,
20150320,69.62731125479999,71.7908743779,68.3862103685,69.91742233560001,
20150321,69.8384983179,72.8303364838,67.1922333901,69.64623031100001,
20150322,69.6409461033,72.3419702013,68.7913450663,71.3690232767,
20150323,71.42515506630001,73.95520796470001,69.0932720441,71.1814158895,
20150324,71.200993146,72.4947262123,65.45106858930001,66.77065520010001,
20150325,67.0043631615,69.0107564205,62.680639162,65.8014628446,
20150326,65.7923602174,68.2045957686,64.4074784088,65.72305952640001,
20150327,65.7127111133,68.20661677380001,64.3081671941,65.818346677,
20150328,65.7588665241,67.9894713813,64.8854774475,66.6811223598,
20150329,66.6677934926,67.43060924939999,63.2285044342,64.2078833621,
20150330,64.2918572876,66.2861991507,62.473941562200004,64.5819703478,
20150331,64.6088603904,67.1880136359,61.96284188479999,63.5305817435,
20150401,63.532438365699996,76.696086182,63.0112314353,74.1683651053,
20150402,74.1649789989,77.4536038759,72.9995238803,76.14984612239999,
20150403,76.1346808455,78.90625751489999,75.0612371324,77.5215982959,
20150404,77.4939356061,78.593622307,75.35897680800001,76.9517164305,
20150405,76.9001179941,79.2332267449,75.2891175868,78.08003432550001,
20150406,78.1128939333,79.5746772418,75.8183422613,77.035352959,
20150407,76.96074647729999,78.9567228403,74.601080151,77.167878676,
20150408,77.1477336491,78.6443702924,73.8903326452,75.5644343031,
20150409,75.5112561707,76.5934335549,72.41158254449999,74.0162079255,
20150410,74.073678828,74.9097789594,69.1657839922,71.10112874869999,
20150411,71.0858830686,72.8590604116,69.1482170307,70.54202125020001,
20150412,70.7113845484,72.34967598979999,69.0954483622,70.7794361803,
20150413,70.7764769243,72.9165604825,66.3605236815,67.9971003921,
20150414,68.0112480886,68.846794167,65.0714530892,66.4004236949,
20150415,66.35946659140001,68.23433647600001,64.88335969069999,66.9388915724,
20150416,66.9865739092,70.7019736304,66.6157159504,69.107841408,
20150417,69.1134243733,70.0769864247,66.544912466,67.6006257379,
20150418,67.6114125501,68.6106666662,65.788943702,67.4541587164,
20150419,67.4598000614,68.9454815431,66.2400266607,66.966181728,
20150420,66.9724830516,68.5263266828,65.7829677166,67.1093506681,
20150421,67.1071773538,70.1476706402,66.0519706121,69.4389484295,
20150422,69.5567017431,71.4176738033,68.1804628114,69.4008240593,
20150423,69.3772594094,71.3346896887,68.4818184941,70.575400638,
20150424,70.5018855692,71.3367230706,67.6875069792,69.0618654554,
20150425,69.0521600727,70.1068344997,67.07276967909999,68.1531213136,
20150426,68.1024106871,68.4247047298,63.8219049932,65.4024516591,
20150427,65.379129677,69.2645784366,64.3960047594,67.7105715649,
20150428,67.6893453948,68.83307151689999,65.2124680295,66.6570445711,
20150429,66.5278986817,67.82867762,64.5890790799,66.7294528077,
20150430,66.7236950716,70.5502575808,65.8188986535,69.4152336625,
20150501,69.65714294850001,70.9666293347,67.6875611908,68.292781328,
20150502,68.2782494865,70.018727708,67.4624611256,68.67235871609999,
20150503,68.7067218305,71.3017284053,67.5836104612,69.5929114982,
20150504,69.6190084167,71.2213944082,67.9211671242,69.1828940069,
20150505,69.1425915572,69.9543922819,66.6233952372,68.1787582827,
20150506,68.2135902187,69.22337661270001,66.2741443597,66.8307222423,
20150507,66.88175665039999,69.4829600518,65.5527470808,68.1968617715,
20150508,68.1676656386,70.8817688673,67.2722433515,69.84059755060001,
20150509,69.8321275113,71.3233806313,67.9315925273,69.3212728091,
20150510,69.25828263359999,70.4132134231,67.3229365173,68.3921481774,
20150511,68.4128496946,69.9702815791,67.2993535673,68.7271988574,
20150512,68.7193941034,71.22123927189999,67.5148727183,69.63324049319999,
20150513,69.6177122106,71.5848765887,67.259656872,68.1407664272,
20150514,68.11161012779999,69.9972045812,66.6796097702,68.8319126714,
20150515,68.7980729347,70.4552513453,67.8648681199,69.5278574393,
20150516,69.5330749321,70.7680267134,67.7713181473,68.89637421239999,
20150517,68.8548597047,70.0854242701,67.6773053031,68.7084807697,
20150518,68.61711607939999,70.19065868109999,66.3882885985,67.3608528746,
20150519,67.2277383785,72.0777269745,65.5727066001,69.4554851792,
20150520,69.5145119003,73.5044208084,68.530591928,71.3627818178,
20150521,71.4416018853,73.5795555597,69.9817023674,71.87856946640001,
20150522,71.91044805029999,76.81650217859999,71.2054700675,75.6180947579,
20150523,75.6385182194,78.7641375891,74.107884274,75.7238236821,
20150524,75.73843899149999,78.538983347,73.7041596306,76.6877261594,
20150525,76.6969184262,78.4162860042,74.1002440342,75.5346382021,
20150526,75.56315974600001,78.1552554936,73.9479740616,76.3004644579,
20150527,76.307848578,79.6771191247,75.0523908867,77.6419899953,
20150528,77.7059701488,81.6066802764,76.297697832,79.99448608189999,
20150529,80.00007122939999,84.1555838644,77.435142932,81.3431179616,
20150530,81.5238277619,82.7307668609,76.5074806762,78.05033772270001,
20150531,77.9418122537,83.6797971108,74.719246818,75.9582107547,
20150601,75.8134078856,77.1085947707,71.4518508288,72.434178801,
20150602,72.4819561934,76.0039708183,71.0586392671,74.6233015171,
20150603,74.7402047084,76.2748416366,73.0283611311,74.764053976,
20150604,74.7672857563,75.6715900248,73.1475893559,74.22137876640001,
20150605,74.2095997852,75.9264472502,73.1418307416,75.0057662362,
20150606,75.0321331273,76.1804678178,74.0997424783,75.3569618117,
20150607,75.34501950149999,76.46562816720001,73.4574402909,74.4636398967,
20150608,74.4079673923,77.16766099899999,73.5770756058,76.15773129819999,
20150609,76.1347895955,77.81976577399999,74.7533280326,76.2894747383,
20150610,76.2710312099,77.1915322457,74.2938370527,75.6805706312,
20150611,75.6710706061,77.9074976687,74.7278794077,76.3846222265,
20150612,76.3824015199,77.7327781714,75.1883199114,76.39044681899999,
20150613,76.3063958534,78.9853273306,75.4024166561,77.85458340310001,
20150614,77.8983808303,80.4817195082,76.9782867664,78.991191712,
20150615,78.9625671597,81.9178179262,78.0523650487,80.7063859119,
20150616,80.6478275587,90.1707671606,79.6590078017,88.85257154600001,
20150617,88.87426928309999,94.38726799540001,85.9460520409,88.4403700383,
20150618,88.47256409299999,92.7980553732,86.4377008505,91.0772206726,
20150619,91.2040646203,94.9550712769,87.5186953534,90.25954876719999,
20150620,90.37048657860001,92.5557306681,87.06293001659999,90.9814437174,
20150621,90.8528503616,91.8517375574,87.3359111802,89.20481503229999,
20150622,89.21190296700001,91.73523576950001,87.9556072216,90.911936391,
20150623,90.8764342335,91.5799220116,87.4518029516,88.7171891064,
20150624,88.677039129,89.972383736,85.8337756914,86.6552873408,
20150625,86.57361894030001,88.77898326639999,85.4271008953,87.84878216950001,
20150626,87.83441136370001,89.45886180299999,86.42544319049999,88.19118206549999,
20150627,88.2007025093,92.1329010856,87.46989023479999,91.3124327693,
20150628,91.2378319824,92.64063822690001,88.4695623264,90.8691292115,
20150629,90.48417693299999,96.5835537224,89.3412840837,95.36056150799999,
20150630,95.36865985860001,101.2264215677,93.2638927248,97.1674341062,
20150701,97.20031372870001,100.8041494323,92.82386606200001,95.1323600987,
20150702,95.0711517727,97.136714863,92.63523979120001,94.220265539,
20150703,94.1585274617,95.9440379893,92.6029725651,94.7075176931,
20150704,94.67754437239999,97.04882761299999,92.79798746860001,95.78852587909999,
20150705,95.7966697999,101.92288086059999,92.9947408636,99.19223051200001,
20150706,98.88059072200001,103.51501401350001,96.0247061174,99.1542313245,
20150707,99.3950851992,102.26386492469999,95.06511469540001,97.99908773920001,
20150708,97.97124160450001,103.02817410200001,96.09355768879999,101.2187679478,
20150709,101.2197021035,108.9680392975,97.64878684680001,105.0456328623,
20150710,104.8018532744,118.3088714126,94.058878255,100.6513556353,
20150711,100.5533602659,106.19097021489999,96.41785372860001,101.133739881,
20150712,101.19799543379999,110.3336576178,100.25425208870001,107.4787857116,
20150713,107.4812738931,109.2350701559,96.85048324120001,102.0935033393,
20150714,102.0925719737,105.19187764459998,99.1464281264,101.28500235870001,
20150715,101.34329465409999,103.821158335,97.26903729370001,98.2053995861,
20150716,98.31579413360001,100.5761967591,90.7326344951,93.4092517049,
20150717,93.43199802139999,96.15490068860001,90.59312644040001,94.1530573509,
20150718,94.0558094825,97.3008812325,91.8774902806,93.65736004850001,
20150719,93.6472972382,94.90903728149999,91.283311044,92.5991291353,
20150720,92.56334619260001,95.6540588599,91.3257670563,94.1998838994,
20150721,94.29405266479999,96.3201427667,91.84226587219999,93.11531225690001,
20150722,93.1967262704,95.2192230938,91.36228473610001,93.4428237696,
20150723,93.48457339040002,95.22077323399999,91.84198850610001,93.32494361040001,
20150724,93.2848188748,101.62478955579999,92.1218566109,98.348567375,
20150725,98.4107525046,101.04253058200001,96.21781054459998,98.7558329361,
20150726,98.7948289235,102.0166621808,97.00853917280001,100.0340202466,
20150727,100.10920287409999,102.8804657013,97.8101988416,100.9293868657,
20150728,100.8632264374,104.135407483,99.3190790679,101.8523407942,
20150729,101.8525617968,103.28104215469999,98.3775135843,99.97255660219999,
20150730,99.9252025924,101.1305539226,97.01517601879999,98.9552378357,
20150731,98.9322923361,101.62311424159999,96.4965151116,98.6636797636,
20150801,98.3724276565,99.3965793043,94.08131955719999,95.96590241860001,
20150802,95.6840614884,97.3042662341,92.9710691951,96.2222209945,
20150803,96.3160512658,98.5184265664,94.11293667940001,95.28112503979999,
20150804,95.27671572620001,98.4001600733,94.22873880600001,96.6019906867,
20150805,96.5686881002,98.2806644972,93.74078412809999,95.2746934191,
20150806,95.3116687181,96.6353131052,92.2823236817,93.79024467100001,
20150807,93.77172215510001,96.20816475,91.59523267510001,94.18817696709999,
20150808,94.3408692181,96.08840445770001,87.8199693081,89.08182266280001,
20150809,89.05360278360001,92.3657203412,87.62916423290001,90.400497295,
20150810,90.4841079327,92.76461457190001,89.1576743072,90.6098653724,
20150811,90.55313394139999,93.28956643059999,88.7123730784,91.91276304719999,
20150812,91.95882301719999,93.7007884392,88.83020428,90.5269420841,
20150813,90.3563131383,91.2841266651,87.1828434075,88.8652312427,
20150814,88.93186386020001,91.6873741202,87.38456235780001,90.11424548309999,
20150815,90.08443529659999,91.5750921119,87.9119655973,88.9528969773,
20150816,88.9344653021,90.08966461989999,86.4607218908,87.62976914469999,
20150817,87.70051533680001,89.1536966173,85.8584867962,86.87462200530001,
20150818,86.89545597,87.8442522485,73.4827991404,73.5686623411,
20150819,75.42976537979999,81.26218778239999,74.23632989640001,77.2208485013,
20150820,77.2010338804,81.28285223520001,76.3116739086,80.00248804579999,
20150821,79.9124029958,81.5714744964,78.0613426044,79.3009405,
20150822,79.3009721162,80.3959329754,75.8121129133,77.881220865,
20150823,77.85883636060001,79.25545265310001,75.5045021154,76.8858236246,
20150824,76.9312848743,77.4965209613,70.6096785912,71.30519406810001,
20150825,71.1066179746,75.0640773407,66.811154108,72.9263298768,
20150826,72.9616027846,76.8267728896,71.8257525104,74.978352693,
20150827,74.9328426951,76.54670182470001,73.36269513100001,74.52218270739999,
20150828,74.4687819274,77.94581311270001,72.2320037038,75.9494198034,
20150829,75.8847249981,78.9559291399,73.9168984132,76.9599838527,
20150830,76.88415145100001,79.2387661643,74.9136048817,77.2783013298,
20150831,77.3842763036,78.9525673047,75.0575323787,77.1955831515,
20150901,77.1804345742,77.9966665874,75.6289188727,76.4002732612,
20150902,76.3943641061,77.6821339647,74.88288719319999,76.2270632793,
20150903,76.2089269682,77.2340296787,73.9755114239,74.7936227264,
20150904,74.8186628882,76.5086168886,74.0672690926,75.5130923684,
20150905,75.5014797608,80.5396782549,74.48697223970001,79.1688412018,
20150906,79.0667662945,86.55506620930001,77.8057003274,80.467618272,
20150907,80.4534020391,82.2816910566,79.0537993617,80.39550978609999,
20150908,80.3517657381,82.4070063586,78.862945634,80.5449945111,
20150909,80.49498315619999,82.1614393689,77.8521800799,78.9422992156,
20150910,78.9805002647,80.7547094839,77.54914460239999,79.0777689128,
20150911,79.060201709,81.57429718,77.9692289811,80.1379107375,
20150912,80.1047289002,81.1040662553,77.02872845659999,78.1195625333,
20150913,78.06613855479999,79.3310064612,75.7478960373,77.3444127361,
20150914,77.2682358165,80.1232393804,74.4391718376,76.2785521623,
20150915,76.10266472720001,84.0123226909,74.8635576215,76.5592274095,
20150916,76.54087003689999,77.9492062383,74.4316380415,75.9309568719,
20150917,75.9848211523,85.0830671053,75.0295961196,76.6123434928,
20150918,77.127817978,79.7360002867,76.0352533203,78.4587806314,
20150919,78.45201332100001,79.4733669931,76.1713014606,77.5567377168,
20150920,77.4758141675,79.51210484319999,76.4310121897,78.23059542060001,
20150921,78.1563706755,79.4575763727,75.3024883325,76.7481476385,
20150922,76.7468690476,79.0133459211,74.8097295908,77.1888853963,
20150923,77.3217342621,79.21094326800001,75.4340168186,76.8924144163,
20150924,76.8134920251,78.7766644622,75.3491533326,77.2972547718,
20150925,77.3122776848,79.07592848,75.7385039155,77.3920936105,
20150926,77.3808784126,78.80087081,75.6083956863,76.9908282593,
20150927,76.9659683008,77.8619607121,75.5128506003,76.4170350876,
20150928,76.46056603939999,79.24447690550001,75.2820086927,78.0459999004,
20150929,77.7423707321,79.9265430899,74.4947672589,76.2899088692,
20150930,76.31022971659999,77.6958913359,74.2200576516,75.7993917596,
20151001,76.3169178766,78.1442651876,74.4780745005,76.2890589913,
20151002,76.1841178881,77.8218027954,74.37339777310001,76.037097429,
20151003,75.9980743775,77.8326336809,74.6569446634,75.99856018850001,
20151004,75.960652758,76.722070755,74.3103742766,75.0397864625,
20151005,75.1571043135,76.51818565,73.3001250106,74.7937911942,
20151006,74.7498397949,77.98743661270001,73.9973982685,77.154068637,
20151007,77.1573997713,78.49676342800001,75.4342196673,76.3712915414,
20151008,76.31173305989999,77.366722276,74.4741428472,75.2439556909,
20151009,75.4564707839,77.0855312781,74.33247824899999,76.0119511553,
20151010,75.93580860770001,77.2077653797,74.8266686304,76.1079983938,
20151011,76.1051774631,77.8613820491,74.8880885824,76.7277206768,
20151012,76.7344557655,78.0290618116,75.3851413379,76.3563862805,
20151013,76.3816267295,78.1511168736,74.5231965162,76.7810401713,
20151014,76.8206576962,78.9091642587,74.4988082974,76.316394138,
20151015,76.3904655192,78.6199198802,74.9839790231,76.8577459696,
20151016,76.8899573033,80.0063365617,75.2232859695,78.04707153439999,
20151017,77.97067049340001,81.0800039841,75.9046444927,78.8259243749,
20151018,78.9692471848,79.6843038096,74.9596278683,75.92640624100001,
20151019,76.096225775,77.5452117139,74.23140189850001,76.009571057,
20151020,76.0144992095,78.3428806787,74.0783856692,76.1715986645,
20151021,76.1189143967,77.65074809149999,74.0877937252,75.6420327766,
20151022,75.6953040706,79.6249838036,74.42142200069999,78.0122891531,
20151023,77.9489783791,80.0435036317,76.423214836,77.8893103884,
20151024,77.82636006199999,79.9307119992,76.31531674930001,78.6789962859,
20151025,78.8018043727,83.46312285350001,77.4350768628,79.2412996809,
20151026,79.364575676,81.7897514811,77.1822937525,80.2970879542,
20151027,80.0748676214,84.905898654,78.8235526025,83.05224693310001,
20151028,83.0955663666,87.8180501641,81.8703046706,85.89087011550001,
20151029,85.8519819964,93.6934403664,83.9813940217,91.5578259402,
20151030,91.4689820048,99.2922278292,88.55208722299999,94.1432592171,
20151031,94.3310609252,96.2373947443,87.5544591233,89.2503747824,
20151101,89.64562510350001,95.0927165422,87.980964871,93.2004297109,
20151102,93.27299910059999,102.53465925629999,90.839847959,99.88107996219999,
20151103,99.9730631521,113.1409589142,96.6217028216,107.69075474270001,
20151104,107.8791406047,126.50152762379999,96.797691317,104.6794840678,
20151105,104.306126833,113.09675645819999,94.23549440129999,98.8177146649,
20151106,98.9841965577,102.3499387633,90.676283481,96.6520539283,
20151107,96.7403408711,101.3693045383,95.0900442757,99.10351927079999,
20151108,98.8828957466,101.64067930120001,93.63999755190001,95.8598224922,
20151109,95.91248188629999,99.5187170448,92.44029720260001,96.87085657680001,
20151110,96.70673791870001,98.6395113219,86.198399943,88.35363141290001,
20151111,88.8127479295,90.4290044263,79.7287260591,83.5627841417,
20151112,83.9104823807,92.3826912999,82.7337798048,90.11902746860001,
20151113,90.0806796175,91.2630236825,86.0793193984,88.97012361670001,
20151114,88.9080428877,90.143943635,86.3531384524,87.6423073358,
20151115,87.7363151566,89.8599523318,83.8027112197,85.3287278344,
20151116,85.257781072,88.7201352269,83.6440228744,87.6947718385,
20151117,87.6385030111,90.6389270603,86.4461496042,88.70290946870001,
20151118,88.6009143935,90.24743820120001,87.00642609,88.7568441463,
20151119,88.80417665600001,89.8463342734,85.5141908587,86.5220683233,
20151120,86.5647181699,87.2270850434,82.5636817756,85.1645501716,
20151121,85.15808390779999,87.21196188889999,83.9438659613,86.2726760723,
20151122,86.3528706731,86.94937205229999,84.3149465602,85.5843116239,
20151123,85.5764592848,86.7590377873,84.055667721,85.2053841156,
20151124,85.2072386966,86.08068777700001,82.8374719283,84.3947041086,
20151125,84.392934006,87.90504665030001,83.09877096550001,86.7265839998,
20151126,86.723895574,95.0650542501,85.474052282,91.195253686,
20151127,90.8665667743,93.6829235717,88.7006589377,91.18139295700001,
20151128,91.07856300659999,92.45757763799999,88.8560921475,90.87535162379999,
20151129,90.9135617318,94.4994873946,89.5202989894,93.39697710969999,
20151130,93.32260159549999,96.1049216518,91.0560026531,93.4734121667,
20151201,93.42085277540001,94.7363095127,87.3068780712,90.2115918085,
20151202,90.14240990379999,91.4782661767,86.11612242870001,89.05644571190001,
20151203,89.13242063700001,93.16192569450001,88.01872079420001,90.4479282174,
20151204,90.3893310614,94.26193528659999,88.62344838989999,92.4435081283,
20151205,92.6427048129,99.3998141111,91.7271314958,97.9604862876,
20151206,98.15673615600001,102.043255154,96.0287115866,98.07850034629999,
20151207,97.8272252571,101.55618047540001,95.5177662177,99.06440646790001,
20151208,99.19355644040002,106.96846157479999,96.81546411379999,105.9507655005,
20151209,106.0034126493,113.92104187209999,102.37730910280001,109.8629880907,
20151210,109.7788632823,113.5663387991,107.1100523275,109.0976025124,
20151211,109.08827992,117.5251801858,106.680865161,115.9835160125,
20151212,116.0662262852,120.5533242651,106.7693834343,112.77167241309999,
20151213,112.5382920817,116.3017827101,110.1792220166,113.4574031583,
20151214,113.4808476871,117.2021234518,109.09102746079999,111.890141004,
20151215,111.8364302277,116.5212396568,108.05442170709999,113.0542957761,
20151216,113.119077761,114.8764042066,107.6178833662,111.5094214375,
20151217,111.61118310129999,114.2354174023,108.74656473040001,111.5292431133,
20151218,111.4835483573,114.01487728200001,108.85285838770001,111.4624888147,
20151219,111.4853309102,113.53511486229999,108.6441807452,111.0110625634,
20151220,110.9888687239,112.3391352478,104.2172178957,106.6659987473,
20151221,106.78342367100001,108.7729234741,102.439412942,105.7954929434,
20151222,105.67290692520001,108.4873142553,103.5943529979,105.5409993003,
20151223,105.3379215375,108.8164524975,103.5901450591,106.2826454559,
20151224,106.40493449440001,117.91905533639999,105.2738948587,108.28744235959999,
20151225,108.43254926729999,112.4960170768,107.1128022383,110.00705133299999,
20151226,110.13854865209998,111.4853454751,100.0870074298,102.71844571780001,
20151227,102.6206562275,106.1446141186,100.2289909172,104.6155547342,
20151228,104.6441347378,108.0370021016,102.7174065909,104.8230292342,
20151229,104.8577148393,108.05187008850001,102.8319506226,106.7433967286,
20151230,106.72757747870001,110.53608681709999,103.7822121586,106.14207903479999,
20151231,105.9548747138,108.6633711393,102.4813034891,106.2250305853,
20160101,106.06687911,108.9980594932,104.221420542,106.8624732859,
20160102,107.0291734831,109.2656245925,105.3921210881,107.0890449343,
20160103,107.0942734724,108.385965592,104.3938398243,106.4347114555,
20160104,106.48312128469999,108.8420643844,104.88092004709999,106.9457779211,
20160105,106.8555085775,109.737707031,104.94765062,106.8761005321,
20160106,106.82142346040001,110.7244915238,104.54228808270001,107.376559919,
20160107,107.405683654,113.5671886207,104.6762817741,111.585738745,
20160108,111.5632790376,114.6497164383,107.86753860969999,110.9108560759,
20160109,111.13034020459999,114.8150915641,108.93471814700001,111.71056441959999,
20160110,111.7857828744,112.92316493790001,107.8647406608,111.3147220346,
20160111,111.3578274467,113.6950492198,108.76534664719999,111.2436901613,
20160112,111.20264460700001,116.233208331,107.9996865621,111.70162901,
20160113,111.4219203399,113.7479730881,107.1713902237,111.77526706110001,
20160114,111.70973753979999,116.30901351770001,108.8010473323,113.11418231469999,
20160115,112.9788350007,115.36606285100001,98.11806559930001,99.2237398682,
20160116,99.15314655440001,106.35091061620001,95.22278577549999,103.50392883309999,
20160117,103.3555288617,107.2684416643,100.041511973,103.591270452,
20160118,103.4715879518,109.22544607620001,100.8625702066,105.4590190247,
20160119,105.45179294350001,108.10766932290001,101.48171526520001,103.8968755632,
20160120,103.64844917059999,115.9509483225,101.12451141860001,113.19937495290002,
20160121,112.8536469733,115.5205391235,107.82674196319999,110.56150456110001,
20160122,110.6042290068,113.3059921209,102.3141417442,105.0958381023,
20160123,105.2302991016,112.4513854751,103.1159436638,108.74615833,
20160124,108.5322715795,115.92617940049999,106.6061546544,112.8444072254,
20160125,112.911428106,117.3632175667,107.4779680058,112.7458267815,
20160126,112.88401713409999,125.51690902909999,108.5954658883,118.0965647931,
20160127,117.96003718540001,131.2165641632,115.5436276644,126.2387816945,
20160128,126.263625408,131.10927532559998,115.8560975502,119.61603876129999,
20160129,119.7280322931,123.40394858129999,111.46543941190001,119.0744668405,
20160130,119.1059511684,122.0120092751,114.58536644280001,116.96754871430001,
20160131,116.9456150672,119.9313739228,110.8828709006,114.05862268700001,
20160201,113.44369828040001,116.25471528770001,110.6152416307,113.2171995285,
20160202,113.3215303403,115.82266892959998,111.41875537930001,114.2542820851,
20160203,114.2374161488,120.1343835361,111.69667651510001,114.1569071965,
20160204,114.24888278620001,120.7434712725,113.147628814,119.29493918520001,
20160205,119.1984481995,121.73811675729999,117.5343616891,119.8060102242,
20160206,119.8879048059,121.81475142010001,115.39487866459999,118.4798470978,
20160207,118.48303746010001,123.3409428797,116.9488883092,120.07729523889999,
20160208,120.16699159139999,123.3015433098,117.7873255989,119.3881407281,
20160209,119.4836756337,123.6047317942,117.7169972428,121.3583557339,
20160210,121.3074774774,127.9818904447,119.4632778459,124.62811919090001,
20160211,124.7760359239,133.3419241488,121.2212196712,128.5475050654,
20160212,128.46260841059998,137.2679239934,125.11911012610001,133.0162617599,
20160213,133.1666373283,137.51554103709998,126.5128318728,133.76872854360002,
20160214,134.1804337152,140.33347198209998,130.29489419,138.0460092473,
20160215,138.4847543685,143.1326709498,133.43573796209998,137.91731337459998,
20160216,138.2396180252,144.7491715747,132.2282440662,136.9573661333,
20160217,136.9429151239,142.7781571219,130.0782371269,134.3936773952,
20160218,134.38830859709998,140.2029509125,129.6999044138,136.0398876152,
