,ormeus-coin,populous,nuls,ignis,nexus,mithril,verasity,cardano,travala,stakenet,levolution,constellation,bhp-coin,cvcoin,blue-whale-exchange,platincoin,1sg,0x,safeinsure,high-performance-blockchain,ruff,nebulas-token,reserve-rights,stasis-euro,monero,silverway,syscoin,streamr-datacoin,intellishare,bibox-token,theta-fuel,infinitecoin,celer-network,cwv-chain,quantstamp,coinmeet,zip,tcash,steem,rif-token,ftx-token,w-green-pay,crypto-com,wings,algorand,seele,ether-zero,cortex,tether,bottos,agrello-delta,educare,eterbase-coin,all-sports,kyber-network,unus-sed-leo,kcash,stpt,adx-net,bitrue-coin,red-pulse,zcash,loopring,qash,neblio,polymath-network,loom-network,pchain,ren,ontology,fusion,suncontract,crypto-com-coin,davinci-coin,primas,gifto,insight-chain,aidos-kuneen,eos,odem,litecoin,pundi-x,stableusd,howdoo,karatgold-coin,botxcoin,rlc,vechain,qlink,truechain,ripio-credit-network,nem,metronome,neo,stratis,time-new-bank,dynamic-trading-rights,bnktothefuture,metahash,enigma,imagecoin,credits,v-id,agoras-tokens,thorecoin,district0x,komodo,power-ledger,hedgetrade,vibe,cryptonex,waves,ravencoin,iota,sirin-labs-token,nkn,thingschain,snetwork,ark,singulardtv,nano,bomb,atn,crpt,mixin,ocean-protocol,bolt,next,smartshare,nash-exchange,fantom,dos-network,singularitynet,factom,nexo,wax,stellar,fatcoin,ardor,bitbook-gambling,hycon,hyperion,matrix-ai-network,grin,maker,dash,bitcoin-sv,bitcoin-cash,ethereum,bitcoin
20180305,2302080,5000040,5190870,3386160,30925300,,,202675008,,,,,,3095,,,,6025120,,3158480,,6728760,,,130898000,,3028680,255647,,6406620,,,,,2679570,3335840,,,7246750,,,,4166060,3323540,,,,,2227680000,608335,866962,,,1779290,17030600,,,,12706400,,2815120,57656400,2180030,3097250,3684860,1682430,,,,,,8228050,,,5627540,6740050,,,183715008,,594828992,,,,,,1338940,,503962,,6833630,63880400,,212735008,8337660,4456970,33919,,,4600950,,7397800,,4569590,,2395010,2660070,4987620,,1764340,203453,26863300,,24413600,15444100,,,,2508350,1059270,53509100,,,,,,,,,,,,544286,4304470,,4332090,98523696,,3728840,,,,,,900388,121584000,,350078016,1898489984,6468539904
20180306,1585450,2378700,17650400,3650170,9394140,,,110305000,,,,,,5643,,,,6516140,,3461490,,7998320,,,93212704,,1355710,182160,,5490720,,,,,2958820,3481620,,,4678310,,,,3483110,1940900,,,,,2491849984,602934,544000,,,1566450,8111770,,,,10536600,,2379470,57546200,2651710,3119240,15203600,1252580,,,,,762863,4799090,,,4878590,4707270,,,233026000,,661078016,,,,,,1375530,,592077,,12948800,26655100,,203770000,9876510,4607220,34597,,,5120400,,18916700,,13254400,,1641520,1542720,3842020,,1611790,207085,23312400,,61796200,15519000,,,,3037090,1009900,56847700,,,95516,,,,,,,,,433435,1860980,,3358210,44141000,,2719590,,,,,,612383,118674000,,401782016,1943069952,6832169984
20180307,3583860,2858350,11730200,7589500,71717504,,,190792992,,,,,,2927,,,,7856390,,3618290,,6587540,,,162103008,,6680310,363760,,4369360,,,,,3215200,3472600,,,6464230,,,,6880780,10092900,,,,,3037380096,714979,781925,,,2277630,6734160,,,,9642890,,3509020,59469300,2699710,5937710,6447580,1655770,,,,,691527,4514020,,,4635330,5074690,,,423460000,,755924992,,,,,,36756400,,440127,38843900,7089790,24605000,,297579008,12706000,4966560,45318,,,4448300,,8965270,,3919170,,2599740,2016660,5167320,,2366170,187585,27654600,,68445504,11931500,,,,2534420,1557390,59894600,,,53677,,,,,,,,,554380,2408720,,7918680,62389100,,3929620,,,,,,885248,108981000,,455224992,2175419904,8797910016
20180308,2257400,2441460,6830040,5279430,10461800,,,167808992,,,,,,7189,,,,6500550,,3581510,,6536680,,,128424000,,2127360,232137,,2267700,,,,,1867400,4153350,,,4427050,,,,4789360,3764240,,,,,2636689920,739751,836879,,,2648590,3250810,,,,16376100,,2370230,57779600,16941500,4818750,3001220,1237580,,,,,591706,5453970,,,3725290,2502840,,,299364992,,612508992,,,,,,37952800,,319868,13780300,4929850,65751000,,158916992,7105440,3217500,40755,,,5793430,,5769530,,1989230,,1786050,2230900,3826510,,2116350,219819,31160000,,35024800,36186300,,,,1437370,3742820,45483500,,,53383,,,,,,,,,965520,2554400,,4554240,47233100,,3588940,,,,,,687914,104108000,,446519008,1891640064,7186089984
20180309,1259780,2583300,6844890,3708460,6799940,,,246848992,,,,,,1259,,,,5198880,,4929810,,7059530,,,155072000,,2956470,298168,,3515040,,,,,2009580,3718700,,,5228660,,,,3810100,1864360,,,,,3131620096,606626,615775,,,1206960,4859010,,,,9458020,,2770510,75390496,11645900,3856500,3621810,1509100,,,,,1106450,2867770,,,3732460,2451460,,,429200992,,943363968,,,,,,4740000,,322314,1187880,4294940,57774800,,216976000,8574140,3938520,20806,,,4319840,,5071290,,2265030,,1021330,1813360,3507140,,1412460,174264,25548400,,58591300,9875170,,,,1226940,3588140,68018400,,,33148,,,,,,,,,667017,2685180,,3727330,56838800,,3582840,,,,,,876707,113806000,,510887008,2233019904,8704190464
20180310,369078,3002340,7608590,2437030,2335300,,,129138000,,,,,,15445,,,,7654580,,2482950,,6834320,,,78431696,,1481560,198857,,7062370,,,,,2269250,3243540,,,3231450,,,,3984830,2357790,,,,,2218810112,603318,698435,,,972298,5126940,,,,8403630,,1565170,51613200,3844140,2600970,3596990,530087,,,,,444744,1767960,,,3383550,3695930,,,309652992,,625808000,,,,,,1224650,,171641,3843330,3837170,24086700,,123154000,4855590,2496070,44747,,,3119780,,5432540,,1767060,,988639,1246550,2515850,,2137290,161475,18057800,,31847500,8993680,,,,1060780,862520,78827904,,,32166,,,,,,,,,504754,2169200,,6463820,21963200,,3540630,,,,,,1352570,91266096,,370367008,1532960000,5386319872
20180311,2233720,1462540,5684820,2138550,1986140,,,161362000,,,,,,1647,,,,4172970,,2805530,,5371070,,,73755400,,1291320,199562,,6017680,,,,,3010020,1092540,,,4152590,,,,8576540,2048790,,,,,2394810112,695835,16557900,,,933026,5228620,,,,8528160,,3768570,55436800,3325920,2639060,3499730,485139,,,,,751310,3976920,,,3296520,2160350,,,271828992,,669377984,,,,,,1186970,,144942,11754500,4240140,29528800,,120665000,3641180,2720120,14916,,,3206310,,2926340,,955651,,738395,1142430,2316210,,3204570,202158,21654300,,31315700,10119600,,,,996603,740789,59846300,,,29429,,,,,,,,,379215,1852290,,2242640,26023900,,1919040,,,,,,756465,100122000,,514167008,1562680064,6296370176
20180312,2650660,1889600,4977940,1759540,2659970,,,184250000,,,,,,819,,,,4099150,,3508440,,22974400,,,66680300,,2336060,329330,,6925860,,,,,12487800,8321650,,,3170950,,,,35774100,2670450,,,,,2155559936,650219,6329380,,,2023830,4417600,,,,10577700,,4875970,51763700,3356110,10304700,3715790,480578,,,,,486333,5784860,,,3162320,5387830,,,206551008,,567628992,,,,,,1445110,,743541,11570900,8997030,90235504,,125997000,4488550,3621110,39253,,,5703000,,2890010,,,,1369190,1601820,6837500,,3771730,190167,25160400,,27739400,11982800,,,,2119140,712708,43352800,,153530,48889,,,,,,,,,631796,1532070,,4217710,29443200,,2513060,,,,,,842693,85381400,,425558016,1764999936,6457399808
20180313,2685740,8985480,5106790,1684750,2455470,,,98868704,,,,,,1890,,,,5484210,,3284820,,8086130,,,69264496,,1191670,179811,,3546130,,,,,3547160,4925630,,,8677410,,,,31687000,2498830,,,,,1890040064,350178,1449410,,,1084660,6610550,,,,8560200,,1787780,46337600,2754340,3375830,2210290,415830,,,,,328555,4593390,,,4120690,2447720,,,199199008,,468094016,,,,,,1297230,,184071,14241100,5761030,144068992,,118017000,4402760,6131280,48736,,,5745450,,1859580,,,,761461,1443100,7128830,,1227150,183321,22695500,,22675600,13701000,,,,2640490,637439,44709800,,179928,40008,,,,,,,,,447195,1464130,,5296620,24814700,,4142030,,,,,,708845,83317104,,458028000,1425959936,5991139840
20180314,3156310,2529050,5051770,2328750,3071400,,,144156000,,,,,,28133,,,,4919120,,3835960,,7683750,,,75383296,,2196260,360090,,4606600,,,,,5912600,9342880,,,14376300,,,,14208000,2064430,,,,,2151670016,439297,581907,,,2441920,5668850,,,,10031200,,1953820,52691100,1902010,5087480,2199010,1594520,,,,,454886,5685970,,,3353220,9137540,,,210732992,,480652992,,,,,,1325960,,237060,1765160,7395920,164630000,,146276992,5728080,4702130,43520,,,5833970,,1846750,,,,907564,1868510,24184900,,894329,179215,22462700,,45727000,8307750,,,,2258130,605347,36232400,,132379,82621,,,,,,,,,723906,1718490,,4688350,49138300,,12106200,,,,,,655764,96938400,,406616000,1810560000,6438230016
20180315,3419300,1541770,8468510,2934140,7461710,,,204232992,,,,,,4637,,,,4601280,,2387850,,8470930,,,75798000,,2287470,272569,,3305370,,,,,4870150,6064380,,,4759340,,,,12319800,2062060,,,,,2259869952,428622,2101280,,,2908890,5164800,,,,8426060,,2213360,45521300,2378270,4252120,8666500,1203720,,,,,243924,7685850,,,4278820,11399200,,,293299008,,564609024,,,,,,1241330,,422312,203382,16252100,96351904,,173336000,7083840,3341780,49058,,,6952430,,2755640,,,,1142110,1396310,11503100,,1409100,167793,24144400,,43235400,13675100,,,,1529390,1585200,27434400,,153668,45752,,,,,,,,,635188,3241480,,5802300,54358800,,3338490,,,,,,671045,93514000,,374740992,1770460032,6834429952
20180316,3894960,1080750,9890550,2053100,2946830,,,97455296,,,,,,8811,,,,4675690,,3734100,,7289760,,,62972500,,2661470,281355,,3483450,,,,,4533250,7029500,,,2065890,,,,12710900,2395130,,,,,1872050048,421968,620269,,,3746980,4321180,,,,8712780,,2249600,43510900,1817310,3645100,11627400,1036560,,,,70498600,307383,4766020,,,4584980,2748870,,,184719008,,436628000,,,,,,1399060,,503589,184674,8888590,47704200,,114395000,5029010,2356260,29619,,,6576700,,977892,,,,592671,827609,7566530,,885345,156455,21433900,,29977700,18138600,,,,3355380,637039,30442600,,111302,32585,,,,,,,,,349846,2216640,,3503640,23756700,,6816270,,,,,,712502,97572200,,472032992,1417350016,5289379840
20180317,3115720,1154360,7979980,1399260,856360,,,81096600,,,,,,4521,,,,3134240,,2923450,,6892330,,,48877500,,922619,202500,,2088490,,,,,4340810,5470950,,,1518520,,,,9633680,1566330,,,,,1687920000,299649,612928,,,2623430,3591130,,,,8401410,,1668650,41086300,1147170,3823890,9337750,937607,,,459566,47038200,256056,5762390,,,3329460,2798480,,,140080000,,403808992,,,,,,456075,,153767,178724,5962940,55729900,,95221696,4753190,1847390,24326,,,5172530,,1096330,,,,566228,894544,6262590,,600370,163253,19627900,,38853100,11937300,,,,1025370,399843,25861100,,112504,20826,,,,,,,,,200033,2103490,,2191780,33001800,,2250080,,,,,,218728,95970496,,411316000,1267810048,4426149888
20180318,228023,2250130,9299880,1981180,1963970,,,189688992,,,,,,5223,,,,5900160,,3565560,,8669350,,,75859904,,1095520,311038,,2293160,,,,,5820580,5650650,,,3499140,,,,11485400,1192250,,,,,2639470080,436840,589990,,,3017220,4480290,,,,7827300,,2391360,59834200,2026640,5473090,10712700,1610290,,,570429,33210200,660790,9546000,,,124638,2870860,,,333500992,,595955008,,,,,,941147,,186727,574248,7005690,72757104,,249146000,9559220,5630510,56347,,,7329320,,3836400,,,,958086,1685110,8004000,,5145070,171410,22563500,,111700000,8901850,,,,2976970,651310,54951800,,94682,38414,,,,,,,,,489570,3715790,,2763250,91400496,,3282110,,,,,,753135,117296000,,435070016,2685499904,6639190016
20180319,1771340,2709430,10343300,1611450,1967380,,,321964000,,,,,,2713,,,,3859170,,3558400,,7191900,,,67314400,,1333930,163865,,6840240,,,,,5378090,5885620,,,3775080,,,,9683290,7287220,,,,,2638089984,411654,723546,,,2683490,5494960,,,,8716570,,2338790,58323800,1922500,3722740,9804430,1450550,,,536267,29096500,431848,5762750,,,198497,3883020,,,660668992,,504832992,,,,,,1915160,,161948,5594630,7207390,120826000,,274503008,9337520,4128740,58326,,,6024010,,3542680,,,,4020710,3056530,6735110,,23766300,193693,19329400,91701,55966600,10962700,,,,3362100,472730,44576800,,120029,44017,,,,,,,,,672066,1455190,,2541750,93820800,,3465250,,,,,,463696,113994000,,425419008,2046790016,6729110016
20180320,3583990,1491100,11374000,1754060,1535720,,,249683008,,,,,,5172,,,,6190060,,4266040,,8300320,,,60005900,,1809640,214170,,4098660,,,,,4551590,10661200,,,7643910,,,,11623300,2168720,,,,,2506319872,445738,1133940,,,8154960,8346810,,,,7076910,,1797140,54027600,1719810,4735230,12259800,878304,841064,,453170,32469000,987951,5915230,,,239772,2256130,,,667072000,,492892000,,,,,,3668510,,115572,8673140,6536970,323806016,,255944000,9210600,3779900,49148,,,7520340,,2745110,,,,993940,2087540,9966550,,16585600,207155,23723900,142551,67039500,7331640,,,,2436060,1344330,46177400,,70845,75373,,,,,,,,,457850,1281650,,2979870,88101600,,3989100,,,,,,469812,109677000,,503262016,1833680000,6361789952
20180321,2863780,1869030,13911800,2073450,1590150,,,257686000,,,,,,1046,,,,7988280,,7925450,,9373150,,,57121400,,1391320,175140,,11258900,,,,,5083600,7900130,,,3132310,,,,13080300,2886650,,,,,2353890048,644979,847370,,,4836800,8149520,,,,8404430,,4828790,69577104,24672700,6606090,13945800,721558,1890080,,447179,28898900,1509350,7786260,,,160471,3603780,,,765790016,,462536000,,,,,,1712140,,354084,8217870,9507810,104430000,,177772992,14418600,5077620,41728,,,14657800,,4734030,,,,2623930,1856540,8814330,,6169330,190811,21143800,128385,57554800,19314300,,,,1867640,978619,53167500,,96693,76924,,,,,,,,,402439,2896710,,6185730,93970496,,3049290,,,,,,148390,115173000,,389291008,1781270016,6043129856
20180322,2464520,1710830,10947300,1463910,2309230,,,201540000,,,,,,922,,,,8667940,,8143650,,9282230,,,40394500,,895544,154809,,3277880,,,,,4541910,11146800,,,2366880,,,,10621500,1917310,,,,,2171849984,376076,10700200,,,5701050,5362740,,,,7075540,,2074430,49773700,15537700,5863930,12822900,994872,1295320,,509500,28259000,693830,4678000,,,312720,7884630,,,1062430016,,404996992,,,,,,958946,,176364,10145600,7919410,87736000,,152648000,9074160,7112000,8303,,,11543700,,1840040,,,,3221440,1065190,7638140,,3153990,183104,20288200,121106,35665500,8325580,,,,1598740,738247,41036200,,81307,76943,,,,,,,,,546769,2709180,,1954760,53777200,,4520180,,,,,,134714,96356400,,344283008,1523459968,5530390016
20180323,1300210,1905330,8964220,1211020,1374140,,,148850000,,,,,,520,,,,5367430,,9337020,,8663740,,,39365700,,887331,179511,,3534550,,,,,5741060,9189300,,,3137480,,,,9604850,1636470,,,,,1995699968,224029,3249410,,,3904740,6839930,,,,7786460,,2127490,49636800,11100000,5522520,24330300,761321,3331850,,486444,25017500,1696180,7388370,,,237886,4248620,,,846830016,,348056000,,,,,,1567480,,473104,10215300,8191200,50435000,,137020992,7941910,6220430,31783,,,12183600,,2260640,,,,1552220,1166890,6785860,,2317720,213595,18434200,235444,30507500,7930880,,,,2096540,3813600,43246100,,93675,114404,,,,,,,,,1099210,1773230,,2403160,49937100,,2952850,,,,,,51689,105668000,,303600000,1596349952,5954120192
20180324,2700660,1578510,10027500,864721,2307280,,,132660000,,,,,,1041,,,,5652270,,9226350,,10120700,,,24099100,,2114840,308211,,1779640,,,,,5141920,9650220,,,5871000,,,,10350300,2332290,,,,,1785500032,396175,1476300,,,4408970,10285100,,,,8513690,,2611890,44876000,8622880,5650330,27593800,772642,1333590,,662413,25723300,2505830,7108480,,,193746,24636000,,,357179008,,290270016,,,,,,1677240,,228392,11814800,7855150,42879500,,102618000,11120900,5644720,80421,,,13506800,,1477060,,,,26680000,5166220,11836400,,3157910,175928,22757700,296754,29655100,9886790,,,,3099510,1571930,34242500,,413546,262342,,,,,,,,,723127,1225170,,2201610,37806800,,3808980,,,,,,89348,111372000,,264080000,1300009984,5664600064
20180325,4583850,2149260,11055200,1368290,3190640,,,59349400,,,,,,8983,,,,4898480,,8957990,,8618310,,,23409900,,959069,102177,,7491460,,,,,5238090,5503780,,,2439650,,,,8176700,4507450,,,,,1511320064,463536,1506350,,,4189660,7518250,,,,8183540,,3087860,41414800,4376980,3943300,18000400,649089,1324240,,759100,23903500,1225230,7242020,,,346860,27659900,,,274460000,,241431008,,,,,,2230570,,341372,8461870,16213700,71368896,,82989200,8719140,4760160,44329,,,8567020,,1025270,,,,90270704,1726860,5921630,,2300670,182728,20281200,368038,26291200,11106100,,,,1266690,1762190,22741200,,371366,281498,,,,,,,,,284854,1164790,,3556920,31527600,,2790040,,,,,,57396,102753000,,237008000,1151170048,4569880064
20180326,14896600,1300170,12755900,1209750,1522060,20606900,,117497000,,,,,,6924,,,,45730400,,8028570,,12951600,,,37329600,,1293270,143433,,3716500,,,,,5197390,12054800,,,2466310,,,,9104860,2181720,,,,,2183960064,249681,909834,,,4113090,8545780,,,,8426870,,2498010,52425700,4584660,5179840,15736200,1170160,793403,,443873,81838200,888087,7816320,,,352398,22725700,,,553672000,,407135008,,,,,,1479720,,58162200,11006900,9631910,38184800,,144888992,10258000,6380360,42331,,,7363820,,3094240,,,,31018400,1474630,7252200,,2048980,177530,18962800,541192,32849900,11665700,,,,2995180,2797420,27665300,,385140,324788,,,,,,,,,262398,4806480,,2186020,44406300,,2540960,,,,,,208885,107776000,,347366016,1638880000,5921039872
20180327,11403800,1845570,12105400,828114,843087,94204496,,107510000,,,,,,4482,,,,32818400,,4702340,,8752780,,,53498800,,4910680,166716,,2101870,,,,,3377080,12600400,,,1592260,,,,8925870,1896560,,,,,2051079936,246378,689328,,,3502460,4236870,,,,6887600,,1606440,46729300,3080850,3544930,10254500,555702,470221,,598460,93276096,333628,5523910,,,393092,25205000,,,877542976,,385104000,,,,,,524465,,14192500,18321600,6130380,23645300,,145188992,7069330,2973700,60449,,,5813550,,2551290,,,,5865660,1556770,6124780,,1190850,179880,18969500,1238850,29726700,9023430,,,,1041550,805171,26060600,,328300,353402,,,,,,,,,394537,2248550,,1480810,37693300,,2294850,,,,863544,,132833,88373400,,339011008,1617939968,5378250240
20180328,7482780,1235840,13024900,780591,734520,196006000,,60260800,,,,,,2742,,,,11336500,,2727240,8199740,13138400,,,44833300,,50936200,94365,,1092200,,,,,5097010,26521200,,,2793970,,,,9649590,1434240,,,,,1857049984,325045,432463,,,12766900,5456790,,,,7210730,,5091250,65786200,4401420,5328920,12312800,481989,767344,,774297,136956992,379117,9650920,,,422720,154343008,,,616041984,,328374016,,,,,,589613,,90751600,13919700,6843390,17816400,,81977504,11196700,4082580,20751,,,5804340,,5108010,,,,3234900,1002080,12456500,,992331,179232,20722100,959747,24150200,10171300,,,,795768,861520,22986000,,106924,266057,,,,,,,,,333863,1099070,,8375000,21717600,,5895450,,,,1275470,,209768,107592000,,337268000,1514179968,4935289856
20180329,5209480,1272930,11285500,769149,603562,47645700,,103465000,,,,,,775,,,,8268510,,2508800,7326510,13583200,,,53055600,,11234300,161660,,1103390,,,,,4898090,22377300,,,2132140,,,,6892900,1797300,,,,,2486609920,378753,376895,,,4934060,5216290,,,,6128800,,2521360,55324500,2954220,4030910,11461700,661886,468793,,597529,68976200,461510,5048730,,,947821,31872400,,,626902976,,476804000,,,,,,619452,,44075600,10474500,5134530,26252300,,110023000,7706080,3936270,33344,,,10291600,,2628320,,,,2116660,1144300,7153480,,950312,1247470,19824800,624739,38707000,10719100,,,,1186020,1083520,15316000,,112810,252721,,,,,,,,,234804,2162470,,7044190,44352600,,1965340,,,,1228970,,1943640,101243000,,452656000,1970230016,6361229824
20180330,3617830,1746840,10499100,1153250,516199,26310000,,119874000,,,,,,1868,,,,5662420,,2376570,6467600,9860720,,,41887500,,2442070,162275,,924980,,,,,3907000,13973700,,,2315390,,,,7437530,1387990,,,,,2596849920,256381,462128,,,4360020,3843440,,,,7137310,,1737330,44308900,2985100,3893360,9337130,555214,494279,,874353,64202200,451816,8662540,,,605333,3028260,,,506609984,,468439008,,,,,,455248,,22241800,8225100,4890160,27991400,,114151000,5089410,2924710,25242,,,6267940,,2878550,,,,1196900,1469970,5405470,,527681,1189780,18422800,347425,37597100,9421270,,,,990618,506708,12605200,,105570,182982,,,,,,,,,350218,1726330,,2781980,37767000,,1240030,,,,901624,,114540,83525600,,416567008,1878130048,6289509888
20180331,2953790,927439,8391550,606030,361784,23906400,,113124000,,,,,,13237,,,,4848730,,2593810,5927920,7834870,,,22220300,,1272180,112854,,855709,,,,,3873180,18702400,,,1239310,,,,6535540,1185510,,,,,1763719936,138175,379679,,,4088640,4617870,,,,5688150,,1529110,46055900,1846780,3925770,8858460,343484,230909,,445484,37808000,179988,8437590,,,129148,2456830,,,224212992,,295439008,,,,,,533276,,13832700,8395370,4745640,17615800,,68031800,4169080,2313660,67933,,,4913150,,3198410,,,,22301800,960342,5179370,,432073,1119690,16178400,282004,28350300,8263820,,,,534757,7622540,15159800,,96542,188575,,,,,,,,,191470,1907930,,2441260,82895904,,989910,,,,696604,,58319,72144400,,306972000,1323920000,4553269760
20180401,2775580,780378,9604130,777376,3779650,12753500,,100833000,,,,,,3789,,,,5419080,,2206900,5958310,7125760,,,31024200,,1960360,125287,,543538,,,,,3615110,6353000,,,1046950,,,,7230110,2504160,,,,,1832530048,171261,792420,,,4004530,4787510,,,,6571900,,1400240,44314700,2007810,3519290,9061680,341510,1010460,,516773,35752600,106125,5576750,,,416399,817467,,,401303008,,274182016,,,,,,566410,,9993970,3685810,4847250,15920600,,73349000,5151710,2991660,10992,,,4537120,,2255340,,,,17334000,597730,4621170,,391420,1189830,17474100,246276,35953200,7664860,,,,574767,1844100,8988260,,90262,244433,,,,,,,,,401546,891152,,2681170,43075500,,1148490,,,,303369,,56166,84000096,,318440000,1256930048,4532100096
20180402,4238650,921241,9485320,672590,1038830,7599500,,102697000,,,,,,10578,,,,4329230,,2592280,6127810,6555250,,,27927800,,1877930,251219,,367620,,,,,4020630,5027600,,,5488810,,,,8353220,1803270,,,,,1550880000,139546,701840,,,3867470,4495100,,,,6210200,,1303770,44433600,1690860,4236600,8507680,340950,239694,,488520,31940000,425888,6789040,,,519910,1563390,,,314995008,,271703008,,,,,,804874,,28054700,12604100,6520270,28985500,,62854800,8672100,2806820,50591,,,4804790,,1744720,,,,5462470,3117960,17212100,,1957050,1223890,21036900,307460,26124500,9074910,,,,5488240,594080,7461480,,112962,201865,,,,,,,,,348683,1276180,,2002280,70195696,,4129570,,,,240070,,63934,72383600,,282036000,1102259968,4333440000
20180403,3807180,1736440,9970510,1813750,761429,9773010,,155987008,,,,,,8709,,,,10138500,,5175580,6638540,6794800,,,36809600,,3038870,197244,,433912,,,,,5277110,3423820,,,59563800,,,,15486900,1609440,,,,,1753520000,188941,1312720,,,3750470,4721080,,,,7217110,,1797920,48698900,7524420,4535080,9991750,401706,284358,,809152,28097800,548648,6461080,,,124241,1863690,,,306368992,,375408992,,,,,,1871030,,18788300,11912600,5407830,74217504,,84566304,11428000,2906700,41548,,,6727150,,1937100,,,,3629760,7411490,41716100,,1165600,1315210,25762400,719613,30602800,10161000,,,,6161940,692258,11377700,,121375,207756,,,,,,,,,208655,895068,,5259650,76510096,,13481800,,,,312401,,96666,90557504,,303771008,1363399936,5499700224
20180404,4230870,1455250,7286360,6072130,477673,16251600,,154800992,,,,,,7796,,,,5016430,,3282700,6053440,5950550,,,39301200,,1307980,81021,,231939,,,,,4080140,5416210,,,14419100,,,,10911000,1475420,,,,,1772329984,182941,1255900,,,3340420,4364490,,,,6811240,,1506750,38157200,4550250,3883920,8877440,499902,255921,,588794,41934000,312463,5466500,,,86272,1346370,,,260820000,,380351008,,,,,,508826,,35684700,11905100,6007080,36788000,,73956800,8549690,2723190,31049,,,5831470,,2066440,,,,2006370,3623630,21500200,,677858,1231620,16433600,245553,20877700,14332100,,,,3321580,1789700,10886800,,120876,193570,,,,,,,,,127102,831021,,2450540,58482100,,57157100,,,,371040,,54718,74811696,,282960000,1287730048,4936000000
20180405,5198800,1150090,7593550,1494530,1082280,7779800,,113407000,,,,,,13730,,,,35059200,,4079450,5571220,6405080,,,40641000,,1172350,378111,,266057,,,,,3883840,3434370,,,3980430,,,,7911810,1464500,,,,,1609469952,113934,971387,,,3434980,4723050,,,,5716840,,1380000,36531300,3513430,4367320,7970170,622380,214707,,508917,70226400,189183,5367790,,,102582,912598,,,542464000,,294022016,,,,,,660382,,8141350,12998500,5597140,46090300,,63650600,10250700,4578410,82911,,,5638020,,1903290,,,,1510500,4256710,11151600,,511015,1196660,18183800,254435,19414000,18599400,,,,3951040,846570,6559640,,99321,173667,,,,,,,,,170489,496388,,2358130,46694000,,11211800,,,,441275,,65316,66728700,,243988992,1210680064,5639320064
20180406,3150670,587043,7035360,1083400,373041,10348600,,51827500,,,,,,5802,,,,6396980,,3822790,5469450,6063120,,,42452500,,828012,112824,,159502,,,,,3505750,2601700,,,9876680,,,,6222220,1535000,,,,,1257110016,98762,410210,,,3255450,4010810,,,,4868940,,1120340,32598900,2896140,3883220,9150730,628296,333833,,629517,73498000,288669,5782020,,,972818,1801740,,,451440992,,233190000,,,,,,389768,,4924480,12165200,5242480,15421400,,46850100,5946900,2692350,53221,,,4528270,,1773330,,,,3262900,1299630,6070950,,405828,1231660,14229200,244102,13385200,8540000,,,,1422290,388508,7555570,,74126,174407,,,,,,,,,184403,1113180,,2311550,30056300,,2134530,,,,171579,,111595,61683100,,225186000,967105984,3766810112
20180407,2711400,520948,8388750,558419,2440160,42898500,,48205400,,,,,,206,,,,4952320,,5107020,6091550,6773940,,,30577500,,784107,44757,,257300,,,,,3603470,2601880,,,7151710,,,,8811000,1263080,,,,,1332259968,93228,251620,,,3390160,5279040,,,,6971140,,4433430,34326500,6934450,3527040,9203160,369672,1597780,,533750,156704992,336101,4589360,,,120611,1993840,,,220028000,,211470000,,,,,,446828,,6354600,6639670,8316960,12824500,,49786600,6954370,2677420,18479,,,5681540,,1918420,,,,6115780,2054270,5602080,,437521,1357870,18526000,251242,13535500,7596160,,,,715229,431400,7519260,,96415,174407,,,,,,,,,1235090,468791,,6573670,27242100,,1975930,,,,292290,,75473,60452100,,231143008,951475008,3976610048
20180408,5911110,1538600,8003280,1029420,1216630,39440600,,51093100,,,,,,8664,,,,7168460,,5250720,6010610,7313070,,,24114000,,847468,193651,,320739,,,,,3712590,5258440,,,3208590,,,,7508650,2202100,,,,,1090880000,142039,766732,,,4237060,5081520,,,,7052110,,3635050,28660200,5687600,3648460,9753520,265097,423241,,564135,78653600,802608,8411040,,,164180,2878250,,,166915008,,194664000,,,,,,1021260,,6365570,12464900,25586500,15325100,,44671100,4474590,5040540,28888,,,11951300,,1712570,,,,1925010,1357740,9508160,,1085880,1231030,16253800,305840,23121200,10450600,,,,1236290,1099780,7375620,,66933,115991,,,,,,,,,466349,450954,,3001430,18973800,,1807170,,,,378998,,41781,63050000,,198906000,948488000,3652499968
20180409,636166,853058,7724880,2536980,3865640,19119600,,93021904,,,,,,11582,,,,5771320,,4504280,6559840,6229730,,,24546500,,1452940,608094,,276511,,,,,10770500,3084,,,8131340,,,,6885700,3844100,,,,,1678770048,177555,492685,12561800,,4282680,6345480,,,,8404260,,1404670,33855700,8718570,3790630,9362700,3916050,276680,,653043,85303600,990814,7737330,,,115264,863710,,,226564992,,260171008,,,,,,4109040,,3862570,14741700,15899300,21341700,,267976992,4559740,3315370,29465,,,5512970,,4242370,,,,4437040,1828860,7556710,,533748,1239530,15736200,306250,25263700,9405750,,,,1611770,1026730,11176400,,91648,275606,2392730,,,,,,,,848496,474316,,4545410,36684300,,1746890,,,,248264,,218185,69226600,,254947008,1478390016,4894060032
