,j,h,winner_mon,winner_t,loser_t,loser_mon,mean,t_com,t_sim
0,3.0,3.0,0.2237832350447524,10.015872989056719,13.477254020983821,0.31420636206715846,-0.07064804086943122,-0.3021,-5.1979
1,3.0,6.0,0.28664687519718823,8.17430272515891,8.688361198322918,0.2617620144645032,0.020668790624039035,0.0841,0.9444
2,3.0,9.0,0.315324146095195,5.699977456822773,5.669729661938764,0.2580667462307922,0.0488115671413083,0.153,1.5934
3,3.0,12.0,0.34120510539477866,6.145138444962249,4.296765108608582,0.23529818672124714,0.09349930358272274,0.3064,3.5879
4,3.0,15.0,0.29527161000000035,4.3992659288412765,4.470348467882616,0.38980521000000024,-0.0799353599999999,-0.2226,-1.5299
5,3.0,18.0,0.33482654366236675,3.7784523609366163,3.4198244900299235,0.26449748009487983,0.0639613534509269,0.1712,2.9685
6,3.0,24.0,0.25871018524621703,2.4557686923253534,3.2008392838358874,0.38399051202601764,-0.11706103804693724,-0.2702,-3.4047
7,6.0,3.0,0.3983805710014072,15.092317935228767,14.464605693431027,0.4339400188870086,-0.025697899553380754,-0.0923,-1.1731
8,6.0,6.0,0.5692133568644839,11.23679656787238,7.231142882351395,0.27749753188820847,0.2414191611247969,0.6952,6.6215
9,6.0,9.0,0.610092490982981,9.609736758209472,5.601627821337349,0.2067544037146003,0.3557306417684285,1.0702,8.727
10,6.0,12.0,0.43027791715016184,4.949174739862787,4.272835550257699,0.19817750194696715,0.20879413580171002,0.5353,3.6886
11,6.0,15.0,0.4182428100000002,4.690466313667998,5.25582996395707,0.37851080999999986,0.03388223999999984,0.0888,0.5673
12,6.0,18.0,0.9788961984445128,5.768540746381421,2.7470050513295883,0.16754848982356263,0.7702347332949271,1.3021,6.5384
13,6.0,24.0,0.4833963994281374,2.556871380875879,3.1358701523614143,0.4160788136211868,0.06301238168611656,0.0997,0.6016
14,12.0,3.0,0.3983805710014072,14.576062099623098,12.182835141392186,0.3002072975911634,0.07758254547073995,0.2877,4.3891
15,12.0,6.0,0.43964020835934736,10.844047226975347,6.777085266296618,0.24201371052055864,0.16604288077183282,0.5691,5.5727
16,12.0,9.0,0.44430443572473677,6.226465045534846,4.852592641447302,0.23434679166655625,0.18184333119346485,0.4758,4.0816
17,12.0,12.0,0.7767775154223406,6.880528306167579,4.73129086170065,0.2618604315265003,0.4520682448806703,0.939,6.963
18,12.0,15.0,0.3780412099999999,4.611188344982013,5.5439160899041475,0.42826401000000014,-0.04195055999999997,-0.1138,-0.733
19,12.0,18.0,0.3819225836960003,4.3801236096713305,4.966600880490618,0.38344042926119437,-0.0011663944232667145,-0.0035,-0.02
20,12.0,24.0,0.6037753209661945,3.70507451004921,3.3166450887922845,0.32171407930070517,0.26800998413046173,0.5099,4.0588
21,18.0,3.0,0.37556133111689993,13.85729154476887,15.260432875627059,0.411962250691144,-0.025697899553380754,-0.1006,-1.5813
22,18.0,6.0,0.5720834308238827,11.521030879764146,7.34227793165311,0.24797174289846335,0.2726392088192797,0.8497,8.509
23,18.0,9.0,0.5449723702871725,7.993158240749408,6.587160508399882,0.34955335784597064,0.15914162396172604,0.439,5.4507
24,18.0,12.0,0.39918528962372646,5.086215241667463,6.008249796970259,0.32605105314703087,0.06186163926148436,0.1757,1.3701
25,18.0,15.0,0.43928009,4.0998413440390244,4.903752423963244,0.4275470400000001,0.009824009999999772,0.0226,0.3031
26,18.0,18.0,0.5089793018431024,3.7585504526555154,3.7425688931176477,0.4122146013585981,0.08454246039413316,0.1635,2.7215
27,18.0,24.0,0.3034996655380744,2.9212744988914014,3.432981429041906,0.3535109855449414,-0.047148398363470845,-0.1179,-1.3462
28,24.0,3.0,0.4788215888041105,15.749019093353775,13.087013512393174,0.3702410463356469,0.08186844043716279,0.2853,4.736
29,24.0,6.0,0.4740959647508487,10.309159968223527,10.386534035191344,0.41901342511220707,0.04116143596822841,0.139,2.0207
30,24.0,9.0,0.8003079333474685,9.541186585389362,7.365624334811769,0.3594464972446314,0.35903327278524344,0.8949,6.8877
31,24.0,12.0,0.6782283228472905,5.812553951891557,6.9168885430536875,0.47090322308616717,0.1655674745529443,0.3521,3.3478
32,24.0,15.0,0.6855828900000001,5.5248442677817895,5.166697073991273,0.50356644,0.14961284000000008,0.2998,4.3553
33,24.0,18.0,0.5032856373627419,4.4536711587238145,4.245240404696018,0.452237524026182,0.04387736192865477,0.0962,1.2121
34,24.0,24.0,0.9769076148049345,3.8023550349139295,4.305622361444677,0.5472375726375278,0.3976100609029971,0.5425,2.7871
35,30.0,3.0,0.45762831000561066,14.510530883210253,15.392911655669574,0.46748424800488064,-0.006977991109621717,-0.0258,-0.4611
36,30.0,6.0,0.5663474762366674,10.357032690237016,9.328648264879671,0.43429435385755855,0.099218446683629,0.2878,3.74
37,30.0,9.0,0.4404276308783197,6.2990044708107416,6.267889678895316,0.45424500072812446,-0.01095771209624452,-0.0275,-0.4583
38,30.0,12.0,0.5160609927402935,5.751853239652246,5.861685088383136,0.42130835525960064,0.0766959061406336,0.1907,1.9656
39,30.0,15.0,0.5133920399999998,4.542286682575614,5.187730409355497,0.4215792899999997,0.07723641000000003,0.174,1.9336
40,30.0,18.0,0.552055017045924,4.406446752181304,4.327505353906835,0.3771836131757187,0.15463282375356346,0.3386,3.9031
41,30.0,24.0,0.7874100362549883,2.865213205947355,2.8901749303748145,0.5167440538246297,0.2506004550180372,0.299,2.1622
