,Port1,Port2,Port3,Port4,Port5
20170910,-0.1051045974553842,-0.07487700835707939,0.05903980547001899,-0.05268341939467439,0.07953847075638533
20171026,3.6759872382872762,0.769655274669166,2.001832615639762,2.184605752953971,2.019983539856108
20171211,5.695941614102299,2.9115146935994196,0.8569214932052929,1.2680105473425411,0.8067678838618444
20180126,-0.5036507274398213,-0.6015934346215093,-0.551726569916298,-0.4635474871446354,-0.3869934054314699
20180313,0.19467741192101926,0.3891481771469403,0.3878676558248521,0.3646862684193924,0.3560007381190313
20180428,-0.3871545499847369,-0.3224042250197836,-0.5151083720216584,-0.5630501448012197,-0.47918197466392326
20180613,-0.11479962228928257,-0.1179417746976052,-0.12932015418553144,-0.07324711040085574,0.025046345345387543
20180729,-0.486864794424822,-0.4359930392602426,-0.4757467822144047,-0.4749078688827744,-0.42780126292240567
20180913,0.4269080363681214,0.23552541173000976,0.12551647195794996,0.0650926713591901,-0.11405801617344168
20181029,-0.43935741436759573,-0.6226283986034788,-0.61691696797165,-0.5741808397287715,-0.6198187104369612
20181214,0.010464662409501224,0.380561435654369,0.0957849106477064,0.0606088404397699,0.10986894180862843
20190129,1.6288192543865119,0.4239083497283997,0.47316788917746677,0.20101604420990454,0.36261792314179353
20190316,0.4049712437013661,0.03792344496777248,0.022398185086725426,-0.03795840773021422,0.17464964923551599
20190501,0.29171770990566664,0.30738330881157616,0.28195606151381775,0.3918056542179269,0.4561043086804764
20190616,-0.026174024995261932,-0.29714235004735645,-0.2423669836756647,-0.2615894890303368,-0.30731409627854617
20190801,-0.07285186973334934,-0.07002251006398982,-0.09723699334700395,-0.29183755846745985,-0.22882866361588822
20190916,0.11274890782063612,-0.06953934420194005,-0.10539464028632478,0.04182674043108571,0.18409997768129266
