date,Port1,Port2,Port3,Port4,Port5
20190403,0.007464243927510608,0.0034609717252454472,0.002415630196457369,-0.013123409926993637,-0.05528712262211712
20190411,0.027729164467601163,0.03654304002940357,0.041908823368569686,0.0011122893931536002,0.007947268975992034
20190418,-0.02262051597665495,-0.041443497303246576,-0.0386181710145735,-0.054552522121521306,-0.02543411189249168
20190425,-0.043314168890966814,-0.049599656621566866,-0.037495736177320375,-0.0585057161262823,-0.11172300136875006
20190507,-0.027469466834410112,-0.025729567761634865,-0.03258026027018975,-0.03663149731523705,-0.015930692538339834
20190514,0.009989277163335458,0.006234336371294449,-0.002197840371987005,0.008545425228966374,-0.005116111947803578
20190521,0.0010372437523666054,0.004710088320159402,-0.0005451109870305449,-0.002649704791087263,0.026731010953860608
20190528,-0.019701670923934114,-0.018060605095823475,-0.005297608097911645,-0.010233386222524305,-0.010972809969906874
20190604,0.03960530733218445,0.02053032884188917,0.021152635518976375,0.025305780304973314,0.011627028000643705
20190612,0.011914849182566406,0.00975558973126638,0.01202783685561179,0.006487816649494424,-0.000949448180483644
20190619,0.02487779760367495,0.016433519817581094,0.013417826688080082,0.021188860067346358,0.05387222957984611
20190626,-0.025929389895915388,0.021759045991467718,0.016736858451080618,0.007452475534282026,0.021645786248181004
20190703,-0.0324859389016108,-0.03233486219364119,-0.03800261553546004,-0.02797391667984714,-0.036470368161626306
20190710,0.002849863242505287,-0.001285761393710054,0.0016999873187489422,0.0030463659432871204,0.005712316656441606
20190717,0.00046982226646801703,0.011824168684977645,0.017627864477979368,0.004929014248283237,-0.0024495425046240117
20190724,0.0003652296173434176,0.0015719555970236288,-0.0036239712049371243,-0.005824467761899538,0.013883458941037697
20190731,-0.06348543785086067,-0.05565296910393693,-0.06707205500460349,-0.051273732701054966,-0.08164016198277617
20190807,0.012341538886162753,0.02145625769052453,0.007407371840177865,0.013707577004588415,0.030845528721378142
20190814,0.027695947323378982,0.03492012482236196,0.004881967935102071,0.014618110712008109,0.05025199384377647
20190821,0.006341145691209036,0.004587398220730874,0.0024429542291686825,-0.00196802797256769,-0.02548725041615977
20190828,0.029817064423672286,0.014574094494145168,0.025097336461828056,0.01183965831617222,0.03866664113264433
20190904,0.0020800559466900674,0.01588124265580807,0.009837123600898426,0.03032009262389491,0.060311058874951896
20190911,0.0066648954423207864,-0.00453773269227401,-0.00840446531805598,-0.01212130517291424,-0.0061634538843038655
20190919,-0.019207005317209595,-0.02492838412425747,-0.00862393466083185,-0.00959480405262417,-0.031709868619940226
20190926,0.0016534520968629243,0.0012636709313620736,0.0083352891386377,0.008171228077231647,0.008634212122105309
20191010,0.008672581862617226,0.027762679657582313,0.017297702035354915,0.021635387552563685,-0.005414562900603255
20191017,-0.006807268417739194,-0.02714621621922535,-0.025144140750093785,-0.013538028729330335,-0.010410264847210743
